29 24
   1   0 -1/2    0
   0   1   0   1/4
   0   0  1/2    0

9 24
   0   0  1/2   1/4
  -1   0  1/2   1/4
   0  -1   0    0

19 24
 -1/2  1/2   0   1/2
   0   0   1   1/2
  1/2  1/2   0   1/2

29 24
  1/2   0 -1/2   3/8
 -1/2   0 -1/2   -1/8
   0   1   0   1/4

29 24
 -1/2 -1/2   0   -1/8
   0   0   1    0
 -1/2  1/2   0   1/8

9 24
  -1   0  1/2   5/8
   0   1   0   3/4
   0   0 -1/2    0

29 24
  1/2   0  1/2   1/8
  1/2   0 -1/2   1/8
   0   1   0   1/2

9 24
  -1   0  1/2    0
   0   0  1/2   3/8
   0   1   0   1/2

29 24
 -1/2  1/2   0   3/8
 -1/2 -1/2   0   1/8
   0   0   1   3/8

9 24
 -1/2  1/2  1/2   1/8
 -1/2 -1/2  1/2   -1/8
   1   0   0    0

78 24
   0   0   1   3/8
  1/2  1/2   0   7/8
 -1/2  1/2   0   5/8

9 24
   1   0   0    0
 -1/2  1/2  1/2   1/8
 -1/2 -1/2  1/2   -1/8

19 24
 -1/2  1/2   0   1/4
 -1/2 -1/2   0    0
   0   0   1   1/4

76 24
   0   0   1   1/8
  1/2  1/2   0   5/8
 -1/2  1/2   0   -1/8

9 24
  1/2  1/2   0   1/8
 -1/2  1/2   0   1/8
  -1   0   1   3/8

9 24
 -1/2  1/2   0   1/8
  -1   0   1   3/8
  1/2  1/2   0   1/8

19 24
   0   0   1   1/4
 -1/2  1/2   0   1/4
 -1/2 -1/2   0    0

9 24
 -1/2 -1/2   1    0
  1/2 -1/2  -1   1/4
   1   0  -1   1/4

9 24
   0   0 -1/2   1/8
  -1   0  1/2    0
   0   1   0   1/4

19 24
 -1/2  1/2   0   1/4
   0   0   1   1/2
  1/2  1/2   0   1/4

9 24
   1   0 -1/2    0
   0   1   0   3/4
   0   0  1/2   5/8

9 24
   0   0 -1/2    0
   0   1   0   1/2
   1   0 -1/2   1/2

19 24
   0   0   1   1/2
  1/2  1/2   0   1/2
 -1/2  1/2   0   1/2

9 24
  1/2 -1/2  -1   1/4
   1   0  -1   1/4
 -1/2 -1/2   1    0

9 24
   0   0 -1/2    0
  -1   0  1/2   1/4
   0   1   0   1/4

9 24
  -1   0   1    0
 -1/2 -1/2   1    0
 -1/2  1/2   1    0

19 24
  1/2  1/2   0   3/4
 -1/2  1/2   0   1/4
   0   0   1   1/2

29 24
   0   0   1   1/4
 -1/2 -1/2   0   1/8
  1/2 -1/2   0   -1/8

9 24
  -1   0   1    0
  1/2  1/2  -1   1/4
  1/2 -1/2  -1   1/4

29 24
  1/2   0 -1/2   1/8
  1/2   0  1/2   1/8
   0  -1   0    0

9 24
 -1/2  1/2  1/2    0
  1/2  1/2 -1/2    0
  -1   0   0    0

9 24
   0   0  1/2   3/8
   0   1   0   1/2
  -1   0  1/2    0

29 24
   1   0   0   1/2
   0  1/2 -1/2   1/4
   0  1/2  1/2    0

78 24
  1/2  1/2   0   11/8
 -1/2  1/2   0   1/8
   0   0   1    0

19 24
   0   0   1   1/2
  1/2  1/2   0   3/4
 -1/2  1/2   0   1/4

9 24
   0  -1   0    0
   0   0  1/2   1/4
  -1   0  1/2   1/4

76 24
  1/2  1/2   0   5/8
 -1/2  1/2   0   -1/8
   0   0   1   1/2

9 24
  -1   0   1   3/8
 -1/2  1/2   0   1/8
 -1/2 -1/2   0   1/8

29 24
  1/2 -1/2   0   1/8
   0   0  -1   1/4
  1/2  1/2   0   3/8

9 24
  1/2  1/2   0   1/8
 -1/2  1/2   0   1/8
  -1   0   1    0

9 24
   0  -1   0   -1/2
   0   0  1/2   5/8
  -1   0  1/2   1/4

9 24
  -1   0  1/2    0
   0   1   0   1/4
   0   0 -1/2   1/8

29 24
 -1/2   0 -1/2   -1/8
   0   1   0   1/4
  1/2   0 -1/2   3/8

29 24
   0   0   1   3/8
 -1/2  1/2   0   3/8
 -1/2 -1/2   0   1/8

29 24
 -1/2  1/2   0   3/8
 -1/2 -1/2   0   1/8
   0   0   1    0

29 24
   0  1/2 -1/2   1/4
   0  1/2  1/2    0
   1   0   0   1/2

9 24
   1   0  -1   1/8
 -1/2 -1/2   1   1/8
  1/2 -1/2  -1   1/8

76 24
   0   0   1   1/8
  1/2  1/2   0   5/8
 -1/2  1/2   0   3/8

29 24
   1   0   0   1/4
   0  1/2  1/2   3/8
   0 -1/2  1/2   -1/8

29 24
   0   0   1    0
  1/2  1/2   0   3/8
 -1/2  1/2   0   1/8

9 24
  -1   0  1/2   1/4
   0   0  1/2   1/4
   0   1   0    0

9 24
  -1   0  1/2   1/4
   0   1   0   3/4
   0   0 -1/2   -3/8

29 24
   0   0   1    0
 -1/2  1/2   0   1/8
 -1/2 -1/2   0   -1/8

9 24
   0  -1   0    0
   0   0  1/2    0
  -1   0  1/2   1/8

78 24
   0   0   1    0
  1/2  1/2   0   11/8
 -1/2  1/2   0   1/8

29 24
   0 -1/2  1/2   -1/4
   1   0   0   1/4
   0  1/2  1/2   1/4

29 24
   0   1   0   1/2
  1/2   0  1/2   1/8
  1/2   0 -1/2   1/8

76 24
   0   0   1    0
  1/2  1/2   0   5/8
 -1/2  1/2   0   -1/8

29 24
   0  1/2 -1/2   1/8
  -1   0   0   1/2
   0  1/2  1/2   1/8

78 24
 -1/2  1/2   0   1/8
   0   0   1   1/2
  1/2  1/2   0   3/8

29 24
   1   0   0    0
   0  1/2 -1/2   1/8
   0  1/2  1/2   1/8

9 24
   0   0  1/2    0
  -1   0  1/2   1/8
   0  -1   0    0

9 24
   0   1   0    0
  -1   0  1/2   1/4
   0   0  1/2   1/4

78 24
  1/2  1/2   0   7/8
 -1/2  1/2   0   1/8
   0   0   1   1/8

29 24
 -1/2   0 -1/2    0
   0  -1   0   1/2
 -1/2   0  1/2   1/4

9 24
  -1   0   1   3/8
  1/2  1/2   0   1/8
 -1/2  1/2   0   1/8

9 24
  1/2  1/2  -1   1/4
  1/2 -1/2  -1   1/4
  -1   0   1    0

29 24
 -1/2  1/2   0   -1/8
  1/2  1/2   0   1/8
   0   0  -1    0

78 24
  1/2  1/2   0   7/8
 -1/2  1/2   0   5/8
   0   0   1   3/8

76 24
 -1/2  1/2   0   -1/8
   0   0   1   1/8
  1/2  1/2   0   5/8

19 24
 -1/2  1/2   0   1/4
   0   0   1   1/2
  1/2  1/2   0   3/4

9 24
   0   1   0    0
  -1   0  1/2   1/8
   0   0  1/2   -1/8

29 24
 -1/2  1/2   0   1/8
   0   0   1    0
  1/2  1/2   0   3/8

9 24
   0   1   0   1/4
   0   0 -1/2   1/8
  -1   0  1/2    0

29 24
   0  1/2  1/2   3/8
   0 -1/2  1/2   -1/8
   1   0   0   1/4

78 24
  1/2  1/2   0   3/8
 -1/2  1/2   0   1/8
   0   0   1   1/2

9 24
 -1/2  1/2   0   1/8
 -1/2 -1/2   0   1/8
  -1   0   1    0

29 24
   0  -1   0    0
  1/2   0 -1/2   1/8
  1/2   0  1/2   1/8

29 24
  1/2 -1/2   0   -1/8
   0   0   1   1/4
 -1/2 -1/2   0   1/8

29 24
   0  1/2  1/2   1/8
   1   0   0    0
   0  1/2 -1/2   1/8

29 24
  1/2  1/2   0   1/8
   0   0  -1    0
 -1/2  1/2   0   -1/8

9 24
 -1/2  1/2   1    0
   1   0  -1   1/4
  1/2  1/2  -1   1/4

29 24
  1/2   0  1/2   -1/4
   0   1   0   1/4
 -1/2   0  1/2   1/4

19 24
 -1/2  1/2   0    0
   0   0   1    0
  1/2  1/2   0    0

9 24
   0   1   0   1/2
  -1   0  1/2   3/8
   0   0  1/2    0

9 24
 -1/2  1/2   1   1/8
  -1   0   1   1/8
 -1/2 -1/2   1   1/8

9 24
   0  -1   0   -1/2
   0   0  1/2   1/4
  -1   0  1/2   5/8

9 24
 -1/2  1/2   0   1/8
  -1   0   1    0
  1/2  1/2   0   1/8

9 24
 -1/2  1/2   0   1/8
 -1/2 -1/2   0   1/8
  -1   0   1   3/8

9 24
  -1   0  1/2   1/4
   0  -1   0    0
   0   0  1/2   1/4

9 24
   0   0  1/2    0
   0   1   0   1/2
  -1   0  1/2   3/8

9 24
  1/2  1/2 -1/2    0
  -1   0   0   1/4
 -1/2  1/2  1/2    0

19 24
 -1/2 -1/2   0    0
   0   0   1   1/4
 -1/2  1/2   0   1/4

9 24
 -1/2 -1/2   0   1/8
  -1   0   1    0
 -1/2  1/2   0   1/8

76 24
 -1/2  1/2   0   -1/8
   0   0   1    0
  1/2  1/2   0   9/8

29 24
   0   1   0   1/4
 -1/2   0  1/2   1/4
  1/2   0  1/2   -1/4

